@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
811,'2024/02/25 00:13:12:234',13,151.237305,1,0,0,0,1
812,'2024/02/25 00:13:12:263',13,151.817917,1,0,0,0,1
813,'2024/02/25 00:13:12:286',13,150.800537,1,0,0,0,1
814,'2024/02/25 00:13:12:339',13,149.281891,1,0,0,0,1
815,'2024/02/25 00:13:12:391',13,145.79129,1,0,0,0,1
816,'2024/02/25 00:13:12:426',13,141.603577,1,0,0,0,1
817,'2024/02/25 00:13:12:448',13,138.435287,1,0,0,0,1
818,'2024/02/25 00:13:12:466',13,132.493622,1,0,0,0,1
819,'2024/02/25 00:13:12:530',13,127.543602,1,0,0,0,1
820,'2024/02/25 00:13:12:565',13,123.988495,1,0,0,0,1
821,'2024/02/25 00:13:12:605',13,120.536499,1,0,0,0,1
822,'2024/02/25 00:13:12:640',13,117.461815,1,0,0,0,1
823,'2024/02/25 00:13:12:690',13,110.768425,1,0,0,0,1
824,'2024/02/25 00:13:12:698',13,109.086716,1,0,0,0,1
825,'2024/02/25 00:13:12:739',13,108.537025,1,0,0,0,1
826,'2024/02/25 00:13:12:774',13,106.61731,1,0,0,0,1
827,'2024/02/25 00:13:12:809',13,104.942093,1,0,0,0,1
828,'2024/02/25 00:13:12:866',13,103.258095,1,0,0,0,1
829,'2024/02/25 00:13:12:890',13,102.186386,1,0,0,0,1
830,'2024/02/25 00:13:12:925',13,100.002197,1,0,0,0,1
831,'2024/02/25 00:13:12:954',13,98.483215,1,0,0,0,1
832,'2024/02/25 00:13:12:989',13,97.200562,1,0,0,0,1
833,'2024/02/25 00:13:13:000',13,95.250664,1,0,0,0,1
834,'2024/02/25 00:13:13:035',13,93.106728,1,0,0,0,1
835,'2024/02/25 00:13:13:065',13,91.845963,1,0,0,0,1
836,'2024/02/25 00:13:13:104',13,91.266403,1,0,0,0,1
837,'2024/02/25 00:13:13:140',13,89.803589,1,0,0,0,1
838,'2024/02/25 00:13:13:174',13,88.760803,1,0,0,0,1
839,'2024/02/25 00:13:13:203',13,87.099777,1,0,0,0,1
840,'2024/02/25 00:13:13:244',13,86.541595,1,0,0,0,1
841,'2024/02/25 00:13:13:273',13,84.676239,1,0,0,0,1
842,'2024/02/25 00:13:13:302',13,83.614395,1,0,0,0,1
843,'2024/02/25 00:13:13:343',13,82.651291,1,0,0,0,1
844,'2024/02/25 00:13:13:379',13,81.399246,1,0,0,0,1
845,'2024/02/25 00:13:13:436',13,78.73275,1,0,0,0,1
846,'2024/02/25 00:13:13:471',13,75.751617,1,0,0,0,1
847,'2024/02/25 00:13:13:494',13,71.930779,1,0,0,0,1
848,'2024/02/25 00:13:13:505',13,69.07296,1,0,0,0,1
849,'2024/02/25 00:13:13:540',13,65.651489,1,0,0,0,1
850,'2024/02/25 00:13:13:576',13,63.117683,1,0,0,0,1
851,'2024/02/25 00:13:13:610',13,61.735439,1,0,0,0,1
852,'2024/02/25 00:13:13:639',13,60.127373,1,0,0,0,1
853,'2024/02/25 00:13:13:667',13,58.904285,1,0,0,0,1
854,'2024/02/25 00:13:13:696',13,59.088078,1,0,0,0,1
855,'2024/02/25 00:13:13:743',13,59.046967,1,0,0,0,1
856,'2024/02/25 00:13:13:772',13,59.250496,1,0,0,0,1
857,'2024/02/25 00:13:13:807',13,60.905144,1,0,0,0,1
858,'2024/02/25 00:13:13:842',13,62.544106,1,0,0,0,1
859,'2024/02/25 00:13:13:871',13,67.96978,1,0,0,0,1
860,'2024/02/25 00:13:13:900',13,73.704132,1,0,0,0,1
861,'2024/02/25 00:13:13:947',13,79.661491,1,0,0,0,1
862,'2024/02/25 00:13:13:987',13,86.972923,1,0,0,0,1
863,'2024/02/25 00:13:14:022',13,92.835556,1,0,0,0,1
864,'2024/02/25 00:13:14:039',13,97.762871,1,0,0,0,1
865,'2024/02/25 00:13:14:099',13,101.245682,1,0,0,0,1
866,'2024/02/25 00:13:14:127',13,103.2379,1,0,0,0,1
867,'2024/02/25 00:13:14:138',13,104.09832,1,0,0,0,1
868,'2024/02/25 00:13:14:173',13,105.437881,1,0,0,0,1
869,'2024/02/25 00:13:14:207',13,105.493553,1,0,0,0,1
870,'2024/02/25 00:13:14:237',13,105.146057,1,0,0,0,1
871,'2024/02/25 00:13:14:260',13,104.108162,1,0,0,0,1
872,'2024/02/25 00:13:14:289',13,104.276566,1,0,0,0,1
873,'2024/02/25 00:13:14:342',13,103.461342,1,0,0,0,1
874,'2024/02/25 00:13:14:394',13,103.375854,1,0,0,0,1
875,'2024/02/25 00:13:14:405',13,104.249184,1,0,0,0,1
876,'2024/02/25 00:13:14:469',13,104.150162,1,0,0,0,1
877,'2024/02/25 00:13:14:493',13,104.504013,1,0,0,0,1
878,'2024/02/25 00:13:14:530',13,104.1651,1,0,0,0,1
879,'2024/02/25 00:13:14:563',13,103.783806,1,0,0,0,1
880,'2024/02/25 00:13:14:597',13,104.285034,1,0,0,0,1
881,'2024/02/25 00:13:14:625',13,104.503616,1,0,0,0,1
882,'2024/02/25 00:13:14:637',13,105.90451,1,0,0,0,1
883,'2024/02/25 00:13:14:660',13,106.80024,1,0,0,0,1
884,'2024/02/25 00:13:14:696',13,108.6418,1,0,0,0,1
885,'2024/02/25 00:13:14:742',13,111.266586,1,0,0,0,1
886,'2024/02/25 00:13:14:794',13,112.627197,1,0,0,0,1
887,'2024/02/25 00:13:14:829',13,112.472015,1,0,0,0,1
888,'2024/02/25 00:13:14:858',13,113.290642,1,0,0,0,1
889,'2024/02/25 00:13:14:869',13,112.836655,1,0,0,0,1
890,'2024/02/25 00:13:14:910',13,113.084396,1,0,0,0,1
891,'2024/02/25 00:13:14:939',13,113.510971,1,0,0,0,1
892,'2024/02/25 00:13:14:974',13,113.570366,1,0,0,0,1
893,'2024/02/25 00:13:15:009',13,113.755531,1,0,0,0,1
894,'2024/02/25 00:13:15:043',13,113.050575,1,0,0,0,1
895,'2024/02/25 00:13:15:090',13,112.522804,1,0,0,0,1
896,'2024/02/25 00:13:15:101',13,111.989304,1,0,0,0,1
897,'2024/02/25 00:13:15:142',13,111.976486,1,0,0,0,1
898,'2024/02/25 00:13:15:178',13,111.904106,1,0,0,0,1
899,'2024/02/25 00:13:15:214',13,111.781708,1,0,0,0,1
900,'2024/02/25 00:13:20:605',14,42.740562,0,0,0,0,2
901,'2024/02/25 00:13:20:640',14,43.437195,0,0,0,0,2
902,'2024/02/25 00:13:20:674',14,43.866062,0,0,0,0,2
903,'2024/02/25 00:13:20:698',14,44.121437,0,0,0,0,2
904,'2024/02/25 00:13:20:709',14,45.413303,0,0,0,0,2
905,'2024/02/25 00:13:20:738',14,45.912151,0,0,0,0,2
906,'2024/02/25 00:13:20:779',14,45.327675,0,0,0,0,2
907,'2024/02/25 00:13:20:808',14,45.83728,0,0,0,0,2
908,'2024/02/25 00:13:20:843',14,45.383522,0,0,0,0,2
909,'2024/02/25 00:13:20:871',14,45.331276,0,0,0,0,2
910,'2024/02/25 00:13:20:895',14,45.310509,0,0,0,0,2
911,'2024/02/25 00:13:20:941',14,45.542107,0,0,0,0,2
912,'2024/02/25 00:13:20:999',14,46.651669,0,0,0,0,2
913,'2024/02/25 00:13:21:041',14,48.114136,0,0,0,0,2
914,'2024/02/25 00:13:21:081',14,49.237976,0,0,0,0,2
915,'2024/02/25 00:13:21:104',14,50.818375,0,0,0,0,2
916,'2024/02/25 00:13:21:133',14,52.442265,0,0,0,0,2
917,'2024/02/25 00:13:21:163',14,53.271389,0,0,0,0,2
918,'2024/02/25 00:13:21:174',14,55.130737,0,0,0,0,2
919,'2024/02/25 00:13:21:232',14,57.067051,0,0,0,0,2
920,'2024/02/25 00:13:21:266',14,58.42395,0,0,0,0,2
921,'2024/02/25 00:13:21:290',14,61.619995,0,0,0,0,2
922,'2024/02/25 00:13:21:301',14,63.572617,0,0,0,0,2
923,'2024/02/25 00:13:21:348',14,64.797791,0,0,0,0,2
924,'2024/02/25 00:13:21:383',14,66.465393,0,0,0,0,2
925,'2024/02/25 00:13:21:412',14,66.853065,0,0,0,0,2
926,'2024/02/25 00:13:21:447',14,68.281059,0,0,0,0,2
927,'2024/02/25 00:13:21:481',14,70.257797,0,0,0,0,2
928,'2024/02/25 00:13:21:510',14,71.839203,0,0,0,0,2
929,'2024/02/25 00:13:21:545',14,72.441071,0,0,0,0,2
930,'2024/02/25 00:13:21:603',14,73.16906,0,0,0,0,2
931,'2024/02/25 00:13:21:638',14,73.993034,0,0,0,0,2
932,'2024/02/25 00:13:21:667',14,74.829109,0,0,0,0,2
933,'2024/02/25 00:13:21:690',14,74.867851,0,0,0,0,2
934,'2024/02/25 00:13:21:702',14,74.569305,0,0,0,0,2
935,'2024/02/25 00:13:21:749',14,74.083214,0,0,0,0,2
936,'2024/02/25 00:13:21:795',14,73.228424,0,0,0,0,2
937,'2024/02/25 00:13:21:823',14,72.618088,0,0,0,0,2
938,'2024/02/25 00:13:21:841',14,71.436768,0,0,0,0,2
939,'2024/02/25 00:13:21:876',14,70.637169,0,0,0,0,2
940,'2024/02/25 00:13:21:911',14,70.565903,0,0,0,0,2
941,'2024/02/25 00:13:21:946',14,70.009346,0,0,0,0,2
942,'2024/02/25 00:13:21:981',14,69.67804,0,0,0,0,2
943,'2024/02/25 00:13:22:027',14,70.184555,0,0,0,0,2
944,'2024/02/25 00:13:22:062',14,68.941986,0,0,0,0,2
945,'2024/02/25 00:13:22:090',14,67.404671,0,0,0,0,2
946,'2024/02/25 00:13:22:102',14,65.415886,0,0,0,0,2
947,'2024/02/25 00:13:22:143',14,64.183792,0,0,0,0,2
948,'2024/02/25 00:13:22:184',14,61.960201,0,0,0,0,2
949,'2024/02/25 00:13:22:230',14,59.382935,0,0,0,0,2
950,'2024/02/25 00:13:22:259',14,57.414551,0,0,0,0,2
951,'2024/02/25 00:13:22:277',14,55.694962,0,0,0,0,2
952,'2024/02/25 00:13:22:311',14,54.795769,0,0,0,0,2
953,'2024/02/25 00:13:22:370',14,52.321388,0,0,0,0,2
954,'2024/02/25 00:13:22:404',14,49.420452,0,0,0,0,2
955,'2024/02/25 00:13:22:439',14,46.690147,0,0,0,0,2
956,'2024/02/25 00:13:22:468',14,46.169186,0,0,0,0,2
957,'2024/02/25 00:13:22:479',14,43.189945,0,0,0,0,2
958,'2024/02/25 00:13:22:509',14,42.154369,0,0,0,0,2
959,'2024/02/25 00:13:22:543',14,41.327477,0,0,0,0,2
960,'2024/02/25 00:13:22:596',14,41.821175,0,0,0,0,2
961,'2024/02/25 00:13:22:630',14,42.202751,0,0,0,0,2
962,'2024/02/25 00:13:22:642',14,45.653,0,0,0,0,2
963,'2024/02/25 00:13:22:683',14,47.56691,0,0,0,0,2
964,'2024/02/25 00:13:22:712',14,52.231979,0,0,0,0,2
965,'2024/02/25 00:13:22:747',14,55.383396,0,0,0,0,2
966,'2024/02/25 00:13:22:782',14,59.279938,0,0,0,0,2
967,'2024/02/25 00:13:22:829',14,61.727943,0,0,0,0,2
968,'2024/02/25 00:13:22:863',14,63.623142,0,0,0,0,2
969,'2024/02/25 00:13:22:892',14,66.902618,0,0,0,0,2
970,'2024/02/25 00:13:22:903',14,69.234467,0,0,0,0,2
971,'2024/02/25 00:13:22:944',14,71.01059,0,0,0,0,2
972,'2024/02/25 00:13:22:985',14,71.382034,0,0,0,0,2
973,'2024/02/25 00:13:23:031',14,72.037437,0,0,0,0,2
974,'2024/02/25 00:13:23:060',14,71.517563,0,0,0,0,2
975,'2024/02/25 00:13:23:071',14,71.324242,0,0,0,0,2
976,'2024/02/25 00:13:23:107',14,69.283188,0,0,0,0,2
977,'2024/02/25 00:13:23:153',14,67.323013,0,0,0,0,2
978,'2024/02/25 00:13:23:200',14,64.923309,0,0,0,0,2
979,'2024/02/25 00:13:23:211',14,61.485157,0,0,0,0,2
980,'2024/02/25 00:13:23:247',14,60.202362,0,0,0,0,2
981,'2024/02/25 00:13:23:275',14,59.349373,0,0,0,0,2
982,'2024/02/25 00:13:23:316',14,58.084087,0,0,0,0,2
983,'2024/02/25 00:13:23:339',14,56.620644,0,0,0,0,2
984,'2024/02/25 00:13:23:380',14,56.604137,0,0,0,0,2
985,'2024/02/25 00:13:23:426',14,56.10363,0,0,0,0,2
986,'2024/02/25 00:13:23:461',14,55.918549,0,0,0,0,2
987,'2024/02/25 00:13:23:479',14,54.542942,0,0,0,0,2
988,'2024/02/25 00:13:23:531',14,54.493935,0,0,0,0,2
989,'2024/02/25 00:13:23:566',14,53.185902,0,0,0,0,2
990,'2024/02/25 00:13:23:594',14,52.706566,0,0,0,0,2
991,'2024/02/25 00:13:23:606',14,51.904736,0,0,0,0,2
992,'2024/02/25 00:13:23:648',14,51.428661,0,0,0,0,2
993,'2024/02/25 00:13:23:681',14,51.423141,0,0,0,0,2
994,'2024/02/25 00:13:23:705',14,51.877899,0,0,0,0,2
995,'2024/02/25 00:13:23:745',14,52.487984,0,0,0,0,2
996,'2024/02/25 00:13:23:786',14,53.577461,0,0,0,0,2
997,'2024/02/25 00:13:23:815',14,56.561394,0,0,0,0,2
998,'2024/02/25 00:13:23:850',14,60.289223,0,0,0,0,2
999,'2024/02/25 00:13:23:884',14,63.614902,0,0,0,0,2
1000,'2024/02/25 00:13:23:902',14,66.595749,0,0,0,0,2
1001,'2024/02/25 00:13:23:977',14,70.226212,0,0,0,0,2
1002,'2024/02/25 00:13:24:006',14,72.849396,0,0,0,0,2
1003,'2024/02/25 00:13:24:041',14,76.300591,0,0,0,0,2
1004,'2024/02/25 00:13:24:065',14,78.643539,0,0,0,0,2
1005,'2024/02/25 00:13:24:076',14,79.850174,0,0,0,0,2
1006,'2024/02/25 00:13:24:105',14,82.525291,0,0,0,0,2
1007,'2024/02/25 00:13:24:146',14,83.329582,0,0,0,0,2
1008,'2024/02/25 00:13:24:181',14,84.56958,0,0,0,0,2
1009,'2024/02/25 00:13:24:215',14,85.196114,0,0,0,0,2
1010,'2024/02/25 00:13:24:244',14,85.768143,0,0,0,0,2
1011,'2024/02/25 00:13:24:268',14,86.197754,0,0,0,0,2
1012,'2024/02/25 00:13:24:308',14,85.132286,0,0,0,0,2
1013,'2024/02/25 00:13:24:348',14,82.61261,0,0,0,0,2
1014,'2024/02/25 00:13:24:378',14,82.349083,0,0,0,0,2
1015,'2024/02/25 00:13:24:408',14,80.723816,0,0,0,0,2
1016,'2024/02/25 00:13:24:441',14,78.820152,0,0,0,0,2
1017,'2024/02/25 00:13:24:470',14,78.162979,0,0,0,0,2
1018,'2024/02/25 00:13:24:494',14,77.494064,0,0,0,0,2
1019,'2024/02/25 00:13:24:546',14,77.284409,0,0,0,0,2
1020,'2024/02/25 00:13:24:599',14,76.277649,0,0,0,0,2
1021,'2024/02/25 00:13:24:634',14,75.593605,0,0,0,0,2
1022,'2024/02/25 00:13:24:662',14,75.456245,0,0,0,0,2
1023,'2024/02/25 00:13:24:679',14,75.481796,0,0,0,0,2
1024,'2024/02/25 00:13:24:710',14,73.442001,0,0,0,0,2
1025,'2024/02/25 00:13:24:753',14,71.819168,0,0,0,0,2
1026,'2024/02/25 00:13:24:802',14,68.280289,0,0,0,0,2
1027,'2024/02/25 00:13:24:837',14,67.658447,0,0,0,0,2
1028,'2024/02/25 00:13:24:860',14,64.206047,0,0,0,0,2
1029,'2024/02/25 00:13:24:872',14,62.087288,0,0,0,0,2
1030,'2024/02/25 00:13:24:912',14,59.640255,0,0,0,0,2
1031,'2024/02/25 00:13:24:953',14,58.508575,0,0,0,0,2
1032,'2024/02/25 00:13:24:982',14,57.913399,0,0,0,0,2
1033,'2024/02/25 00:13:25:016',14,57.403023,0,0,0,0,2
1034,'2024/02/25 00:13:25:051',14,57.861702,0,0,0,0,2
1035,'2024/02/25 00:13:25:074',14,57.509136,0,0,0,0,2
1036,'2024/02/25 00:13:25:109',14,57.339165,0,0,0,0,2
1037,'2024/02/25 00:13:25:150',14,57.167759,0,0,0,0,2
1038,'2024/02/25 00:13:25:179',14,56.925461,0,0,0,0,2
1039,'2024/02/25 00:13:25:214',14,56.404694,0,0,0,0,2
1040,'2024/02/25 00:13:25:249',14,55.240746,0,0,0,0,2
1041,'2024/02/25 00:13:25:283',14,55.471802,0,0,0,0,2
1042,'2024/02/25 00:13:25:307',14,54.428131,0,0,0,0,2
1139,'2024/02/25 00:13:39:796',16,235.417206,1,0,0,0,3
1140,'2024/02/25 00:13:39:848',16,234.758942,1,0,0,0,3
1141,'2024/02/25 00:13:39:883',16,235.206467,1,0,0,0,3
1142,'2024/02/25 00:13:39:913',16,236.549347,1,0,0,0,3
1143,'2024/02/25 00:13:39:947',16,238.468155,1,0,0,0,3
1144,'2024/02/25 00:13:39:970',16,238.162537,1,0,0,0,3
1145,'2024/02/25 00:13:39:987',16,238.218903,1,0,0,0,3
1146,'2024/02/25 00:13:40:022',16,240.304245,1,0,0,0,3
1147,'2024/02/25 00:13:40:081',16,238.775452,1,0,0,0,3
1148,'2024/02/25 00:13:40:115',16,239.133026,1,0,0,0,3
1149,'2024/02/25 00:13:40:145',16,239.572617,1,0,0,0,3
1150,'2024/02/25 00:13:40:185',16,239.542786,1,0,0,0,3
1151,'2024/02/25 00:13:40:220',16,239.682907,1,0,0,0,3
1152,'2024/02/25 00:13:40:255',16,239.987701,1,0,0,0,3
1153,'2024/02/25 00:13:40:284',16,240.27626,1,0,0,0,3
1154,'2024/02/25 00:13:40:313',16,241.037201,1,0,0,0,3
1155,'2024/02/25 00:13:40:320',16,240.921082,1,0,0,0,3
1156,'2024/02/25 00:13:40:353',16,241.08107,1,0,0,0,3
1157,'2024/02/25 00:13:40:394',16,241.209351,1,0,0,0,3
1158,'2024/02/25 00:13:40:423',16,240.873154,1,0,0,0,3
1159,'2024/02/25 00:13:40:458',16,240.699799,1,0,0,0,3
1160,'2024/02/25 00:13:40:492',16,240.345444,1,0,0,0,3
1161,'2024/02/25 00:13:40:516',16,240.02684,1,0,0,0,3
1162,'2024/02/25 00:13:40:557',16,240.326508,1,0,0,0,3
1163,'2024/02/25 00:13:40:614',16,239.921844,1,0,0,0,3
1164,'2024/02/25 00:13:40:655',16,239.942184,1,0,0,0,3
1165,'2024/02/25 00:13:40:678',16,238.434052,1,0,0,0,3
1166,'2024/02/25 00:13:40:690',16,238.848785,1,0,0,0,3
1167,'2024/02/25 00:13:40:719',16,237.315475,1,0,0,0,3
1168,'2024/02/25 00:13:40:760',16,237.154114,1,0,0,0,3
1169,'2024/02/25 00:13:40:794',16,236.434479,1,0,0,0,3
1170,'2024/02/25 00:13:40:847',16,235.61496,1,0,0,0,3
1171,'2024/02/25 00:13:40:887',16,236.16983,1,0,0,0,3
1172,'2024/02/25 00:13:40:911',16,235.751663,1,0,0,0,3
1173,'2024/02/25 00:13:40:922',16,235.370178,1,0,0,0,3
1174,'2024/02/25 00:13:40:951',16,235.653534,1,0,0,0,3
1175,'2024/02/25 00:13:40:992',16,236.078568,1,0,0,0,3
1176,'2024/02/25 00:13:41:027',16,235.518555,1,0,0,0,3
1177,'2024/02/25 00:13:41:056',16,236.166565,1,0,0,0,3
1178,'2024/02/25 00:13:41:085',16,236.206573,1,0,0,0,3
1179,'2024/02/25 00:13:41:125',16,236.756454,1,0,0,0,3
1180,'2024/02/25 00:13:41:160',16,237.006027,1,0,0,0,3
1181,'2024/02/25 00:13:41:195',16,237.793808,1,0,0,0,3
1182,'2024/02/25 00:13:41:224',16,237.727325,1,0,0,0,3
1183,'2024/02/25 00:13:41:254',16,238.229431,1,0,0,0,3
1184,'2024/02/25 00:13:41:282',16,239.284744,1,0,0,0,3
1185,'2024/02/25 00:13:41:311',16,238.341064,1,0,0,0,3
1186,'2024/02/25 00:13:41:358',16,239.473969,1,0,0,0,3
1187,'2024/02/25 00:13:41:393',16,239.816315,1,0,0,0,3
1188,'2024/02/25 00:13:41:445',16,241.118607,1,0,0,0,3
1189,'2024/02/25 00:13:41:479',16,240.630112,1,0,0,0,3
1190,'2024/02/25 00:13:41:503',16,241.828217,1,0,0,0,3
1191,'2024/02/25 00:13:41:520',16,242.77417,1,0,0,0,3
1192,'2024/02/25 00:13:41:555',16,241.849625,1,0,0,0,3
1193,'2024/02/25 00:13:41:601',16,242.452728,1,0,0,0,3
1194,'2024/02/25 00:13:41:642',16,241.573853,1,0,0,0,3
1195,'2024/02/25 00:13:41:671',16,240.996521,1,0,0,0,3
1196,'2024/02/25 00:13:41:688',16,241.801697,1,0,0,0,3
1197,'2024/02/25 00:13:41:723',16,240.032639,1,0,0,0,3
1198,'2024/02/25 00:13:41:758',16,241.011261,1,0,0,0,3
1199,'2024/02/25 00:13:41:795',16,239.399902,1,0,0,0,3
1200,'2024/02/25 00:13:41:827',16,240.459457,1,0,0,0,3
1201,'2024/02/25 00:13:41:863',16,240.136505,1,0,0,0,3
1202,'2024/02/25 00:13:41:891',16,239.863358,1,0,0,0,3
1203,'2024/02/25 00:13:41:915',16,240.154663,1,0,0,0,3
1204,'2024/02/25 00:13:41:961',16,238.845779,1,0,0,0,3
1205,'2024/02/25 00:13:42:007',16,238.865036,1,0,0,0,3
1206,'2024/02/25 00:13:42:043',16,238.825699,1,0,0,0,3
1207,'2024/02/25 00:13:42:060',16,238.779938,1,0,0,0,3
1208,'2024/02/25 00:13:42:083',16,238.719543,1,0,0,0,3
1209,'2024/02/25 00:13:42:123',16,239.731689,1,0,0,0,3
1210,'2024/02/25 00:13:42:159',16,238.952866,1,0,0,0,3
1211,'2024/02/25 00:13:42:193',16,238.309937,1,0,0,0,3
1212,'2024/02/25 00:13:42:246',16,238.493729,1,0,0,0,3
1213,'2024/02/25 00:13:42:275',16,238.73082,1,0,0,0,3
1214,'2024/02/25 00:13:42:304',16,239.943176,1,0,0,0,3
1215,'2024/02/25 00:13:42:321',16,239.250015,1,0,0,0,3
1216,'2024/02/25 00:13:42:362',16,240.647644,1,0,0,0,3
1217,'2024/02/25 00:13:42:408',16,240.955872,1,0,0,0,3
1218,'2024/02/25 00:13:42:443',16,240.377853,1,0,0,0,3
1219,'2024/02/25 00:13:42:472',16,240.325806,1,0,0,0,3
1220,'2024/02/25 00:13:42:484',16,241.039093,1,0,0,0,3
1221,'2024/02/25 00:13:42:524',16,240.355194,1,0,0,0,3
1222,'2024/02/25 00:13:42:565',16,240.521225,1,0,0,0,3
1223,'2024/02/25 00:13:42:611',16,243.21965,1,0,0,0,3
1224,'2024/02/25 00:13:42:640',16,244.174576,1,0,0,0,3
1225,'2024/02/25 00:13:42:658',16,246.489319,1,0,0,0,3
1226,'2024/02/25 00:13:42:687',16,247.778,1,0,0,0,3
1227,'2024/02/25 00:13:42:722',16,248.634796,1,0,0,0,3
1228,'2024/02/25 00:13:42:756',16,250.186935,1,0,0,0,3
1229,'2024/02/25 00:13:42:797',16,252.271271,1,0,0,0,3
1230,'2024/02/25 00:13:42:832',16,252.78772,1,0,0,0,3
1231,'2024/02/25 00:13:42:862',16,253.010132,1,0,0,0,3
1232,'2024/02/25 00:13:42:891',16,254.238907,1,0,0,0,3
1233,'2024/02/25 00:13:42:922',16,255.676865,1,0,0,0,3
1234,'2024/02/25 00:13:42:962',16,255.149353,1,0,0,0,3
1235,'2024/02/25 00:13:42:994',16,255.671173,1,0,0,0,3
1236,'2024/02/25 00:13:43:024',16,256.956573,1,0,0,0,3
1237,'2024/02/25 00:13:43:075',16,257.660858,1,0,0,0,3
1238,'2024/02/25 00:13:43:111',16,258.481506,1,0,0,0,3
1239,'2024/02/25 00:13:43:140',16,257.478088,1,0,0,0,3
1240,'2024/02/25 00:13:43:157',16,259.393402,1,0,0,0,3
1241,'2024/02/25 00:13:43:215',16,259.103638,1,0,0,0,3
1242,'2024/02/25 00:13:43:250',16,260.917572,1,0,0,0,3
1243,'2024/02/25 00:13:43:279',16,260.432281,1,0,0,0,3
1244,'2024/02/25 00:13:43:291',16,260.870758,1,0,0,0,3
1245,'2024/02/25 00:13:43:325',16,261.730713,1,0,0,0,3
1246,'2024/02/25 00:13:43:366',16,261.550049,1,0,0,0,3
1247,'2024/02/25 00:13:43:407',16,260.810638,1,0,0,0,3
1248,'2024/02/25 00:13:43:442',16,261.425323,1,0,0,0,3
1249,'2024/02/25 00:13:43:459',16,259.763214,1,0,0,0,3
1250,'2024/02/25 00:13:43:488',16,260.401215,1,0,0,0,3
1251,'2024/02/25 00:13:43:523',16,259.522278,1,0,0,0,3
1252,'2024/02/25 00:13:43:564',16,258.593048,1,0,0,0,3
1253,'2024/02/25 00:13:43:598',16,256.291443,1,0,0,0,3
1254,'2024/02/25 00:13:43:621',16,253.988937,1,0,0,0,3
1255,'2024/02/25 00:13:43:662',16,252.77095,1,0,0,0,3
1256,'2024/02/25 00:13:43:715',16,250.760391,1,0,0,0,3
1257,'2024/02/25 00:13:43:743',16,250.061707,1,0,0,0,3
1258,'2024/02/25 00:13:43:778',16,248.569199,1,0,0,0,3
1259,'2024/02/25 00:13:43:813',16,247.269409,1,0,0,0,3
1260,'2024/02/25 00:13:43:842',16,248.201492,1,0,0,0,3
1261,'2024/02/25 00:13:43:877',16,247.981567,1,0,0,0,3
1262,'2024/02/25 00:13:43:889',16,247.466034,1,0,0,0,3
1263,'2024/02/25 00:13:43:947',16,246.571426,1,0,0,0,3
1264,'2024/02/25 00:13:43:987',16,245.90976,1,0,0,0,3
1265,'2024/02/25 00:13:44:022',16,246.677948,1,0,0,0,3
1266,'2024/02/25 00:13:44:062',16,245.683167,1,0,0,0,3
1267,'2024/02/25 00:13:44:086',16,244.615234,1,0,0,0,3
1268,'2024/02/25 00:13:44:109',16,245.928619,1,0,0,0,3
1269,'2024/02/25 00:13:44:121',16,245.039719,1,0,0,0,3
1270,'2024/02/25 00:13:44:162',16,244.721313,1,0,0,0,3
1271,'2024/02/25 00:13:44:215',16,244.717773,1,0,0,0,3
1272,'2024/02/25 00:13:44:248',16,245.385101,1,0,0,0,3
1273,'2024/02/25 00:13:44:260',16,243.943634,1,0,0,0,3
1274,'2024/02/25 00:13:44:307',16,244.258606,1,0,0,0,3
1275,'2024/02/25 00:13:44:348',16,245.74205,1,0,0,0,3
1276,'2024/02/25 00:13:44:383',16,245.584915,1,0,0,0,3
1277,'2024/02/25 00:13:44:405',16,245.258926,1,0,0,0,3
1278,'2024/02/25 00:13:44:417',16,244.862701,1,0,0,0,3
1279,'2024/02/25 00:13:44:451',16,244.209274,1,0,0,0,3
1280,'2024/02/25 00:13:44:487',16,244.433731,1,0,0,0,3
1281,'2024/02/25 00:13:44:516',16,243.273834,1,0,0,0,3
1282,'2024/02/25 00:13:44:562',16,242.952515,1,0,0,0,3
1283,'2024/02/25 00:13:44:597',16,243.456635,1,0,0,0,3
1284,'2024/02/25 00:13:44:626',16,243.100174,1,0,0,0,3
1285,'2024/02/25 00:13:44:655',16,243.405563,1,0,0,0,3
1286,'2024/02/25 00:13:44:689',16,243.343643,1,0,0,0,3
1287,'2024/02/25 00:13:44:713',16,243.88501,1,0,0,0,3
1288,'2024/02/25 00:13:44:783',16,244.1884,1,0,0,0,3
1289,'2024/02/25 00:13:44:824',16,244.338104,1,0,0,0,3
1290,'2024/02/25 00:13:44:858',16,244.846634,1,0,0,0,3
1291,'2024/02/25 00:13:44:887',16,244.225586,1,0,0,0,3
1292,'2024/02/25 00:13:44:916',16,243.743713,1,0,0,0,3
1293,'2024/02/25 00:13:44:927',16,244.633392,1,0,0,0,3
1294,'2024/02/25 00:13:44:951',16,243.766678,1,0,0,0,3
1295,'2024/02/25 00:13:44:998',16,243.41835,1,0,0,0,3
